0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
Mixed Personalities;YNW Melly Featuring Kanye West;spotify:track:6vWEAOUSxohKxhp0K1BsxL;0,661;0,44;2;-9,104;1;0,0803;0,457;0;0,128;0,352;149,937;230400;4;26,87027;17;1;2
Molly;Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall;spotify:track:3fT9dyFnGSiXYfNOLZi3Ew;0,831;0,783;5;-6,719;1;0,0527;0,079;1,27E-06;0,35;0,771;140,046;218440;4;24,4684;11;1;2
Moment;Def Cut;spotify:track:7IQuILCYqzNDpRKAZkHoPt;0,727;0,419;8;-11,652;1;0,074;0,00634;0,815;0,193;0,323;89,997;202667;4;78,65894;5;0;2
Money;Leonardo Da Vinyl;spotify:track:0JmN63trKkriJWaor4r9nk;0,649;0,652;8;-13,641;1;0,0382;0,00145;0,548;0,0574;0,471;108,002;331676;4;58,93916;13;0;2
Money To Blow;Birdman Featuring Lil Wayne & Drake;spotify:track:4gaz3uvhKgO078XcdzyPsl;0,708;0,578;6;-8,686;1;0,0631;0,0095;0;0,353;0,696;133,03;258587;4;28,54212;12;1;2
Moon;Kid Francescoli;spotify:track:0Nc1rZEB2tZLgpxw5nkpEu;0,663;0,658;2;-10,001;1;0,0345;0,295;0,867;0,102;0,0532;117,986;390639;4;48,29727;16;0;2
Moonbeam;Jens Buchert;spotify:track:5wY6Vg1yQYqc2iezA5TNeh;0,694;0,7;2;-6,374;1;0,0329;0,0211;0,845;0,0802;0,532;99,986;309947;4;58,82551;11;0;2
Moorni;Panjabi MC;spotify:track:6AGXnSDmGrJ78K9NHN8AT1;0,669;0,877;11;-3,336;0;0,163;0,242;2,22E-05;0,0911;0,921;90,392;264627;4;21,95498;14;0;2
Morattu Single;Hiphop Tamizha;spotify:track:6M8B0tsblkkeJKtyI9NQhR;0,595;0,952;2;-2,842;1;0,16;0,557;0;0,366;0,77;160,003;186711;4;22,31986;10;0;2
More Than Meets the Eye - Live @ Paramount Theatre. Huntington. New York;Testament;spotify:track:0VnrfMjfBnghGTtWjfdZKT;0,109;0,958;11;-7,252;1;0,0884;4,37E-06;0,101;0,823;0,0661;166,506;265107;4;25,13171;12;0;2
Motiv8;J. Cole;spotify:track:1AT4xjNarTswd0UZ5FlmKF;0,869;0,385;4;-7,801;1;0,297;0,135;0;0,0931;0,596;149,897;133922;4;22,84222;10;1;2
Move That Doh;Future Featuring Pharrell, Pusha T & Casino;spotify:track:5Sn6Sn0L2bD9ihdz5pbUed;0,876;0,63;2;-4,992;1;0,135;0,0841;0;0,0838;0,316;131,033;340413;4;75,24163;10;1;2
Mr. Local - Theme;Hiphop Tamizha;spotify:track:5rtfhunJVqltpiJVevz8xn;0,652;0,93;10;-3,974;0;0,0616;0,0213;0;0,382;0,602;87,997;150074;4;33,90443;6;0;2
Mr. Misunderstood;Eric Church;spotify:track:79dlQxvdsCDApoM8XChkpy;0,385;0,808;7;-6,67;1;0,045;0,0629;0;0,33;0,546;129,22;319240;4;32,15759;8;1;2
Mr. Saxobeat;Alexandra Stan;spotify:track:2ZAx6NDhX2yE5aL5ueEQgY;0,72;0,925;4;-4,165;0;0,0511;0,0276;0,000238;0,14;0,781;127,004;195105;4;25,1385;9;1;2
Mr. Soul;Buffalo Springfield;spotify:track:4AUx6UCzD1gEsWLAApJQ2t;0,671;0,551;9;-12,996;1;0,0331;0,0951;9,17E-05;0,0438;0,962;134,788;171533;4;37,70989;7;0;2
Mrs. Right;Mindless Behavior Featuring Diggy;spotify:track:4N4CHJqFZHyB7SBUuSFu1y;0,439;0,753;0;-4,799;0;0,0932;0,057;0;0,1;0,538;95,339;248187;5;36,11803;12;1;2
Music To My Ears (feat. Tory Lanez);Keys N Krates;spotify:track:0cjfLhk8WJ3etPTCseKXtk;0,502;0,648;0;-5,698;0;0,0527;0,00513;0;0,204;0,291;91,837;193043;4;29,52521;7;0;2
My Chick Bad;Ludacris Featuring Nicki Minaj;spotify:track:3bMNprrp2JDKZsGbiXpsJl;0,624;0,723;1;-6,782;1;0,378;0,172;0;0,483;0,757;84,789;216933;4;22,16186;9;1;2
My Frenz In';Shatta Wale;spotify:track:5xrddJnLyUMyI6wNC0k99r;0,572;0,729;9;-4,913;1;0,379;0,00893;0;0,0786;0,223;156,737;219214;4;17,86253;13;0;2
My Last;Big Sean Featuring Chris Brown;spotify:track:70tFuqBcduJv15bEnOPRTh;0,387;0,773;8;-5,685;1;0,17;0,098;0;0,209;0,368;78,629;254120;4;23,30245;9;1;2
My Songs Know What You Did In The Dark (Light Em Up);Fall Out Boy;spotify:track:7s0lDK7y3XLmI7tcsRAbW0;0,558;0,924;9;-4,341;0;0,064;0,0271;3,32E-06;0,537;0,567;151,99;186827;4;44,80979;8;1;2
Mysteries;Keith Jarrett;spotify:track:7B8Biu5B3O4YuZH3c6tIqg;0,192;0,447;7;-15,217;1;0,0445;0,868;0,1;0,0784;0,254;68,058;910213;4;28,66969;33;0;2
Names or Faces;Tipling Rock;spotify:track:4BSytfGTrB2LUr1bOQrNoQ;0,705;0,786;6;-6,034;1;0,0368;0,109;0,000159;0,39;0,932;126,035;174187;4;33,38266;9;0;2
Nasty;Datsik;spotify:track:6Rxa3iS3kpo9iTHg97Vxo3;0,461;0,964;1;-3,275;1;0,223;0,00025;0,3;0,247;0,0558;112,586;217600;3;104,30144;7;0;2
Natures Death;Living Death;spotify:track:1o52kJkbmRuoNkoTet0WC9;0,257;0,825;6;-13,36;1;0,063;0,000422;0,812;0,124;0,223;176,255;284333;4;46,06211;11;0;2
Near;Deafheaven;spotify:track:2nznScQCuL4r9OKMr4A7qc;0,296;0,48;0;-9,685;1;0,0281;0,166;0,934;0,112;0,157;133,509;328643;4;27,26951;10;0;2
Necromaniac;Exhumed;spotify:track:26vQ4HJAxBktwOqXy8Raoe;0,476;0,988;10;-7,009;0;0,135;0,000253;0,387;0,283;0,263;110,179;165840;4;75,72886;9;0;2
Need You Now;Glee Cast;spotify:track:4kEzw2gtpxUBfgmhTEwIuE;0,55;0,677;4;-5,238;1;0,0276;0,087;0;0,0873;0,233;108,037;217413;4;35,28578;11;1;2
Nego Do Borel - Hoje É Dia De Maldade - Remix - DJ Emerick Soares;Nego do Borel;spotify:track:3u2p6cXOYckRiYGKZvgdxh;0,706;0,802;7;-5,168;0;0,142;0,17;0;0,146;0,704;132,979;208605;4;88,05404;7;0;2
Neo-Tokyo - Dance With The Dead Remix;Scandroid;spotify:track:44K1GCbNLf1NHlCaLaYONk;0,467;0,954;0;-4,137;0;0,0414;1,64E-05;0,908;0,0856;0,061;122,004;352105;4;63,96928;11;0;2
Nephilim Grove;Novembers Doom;spotify:track:1sP1zouPw8N1ojuMmTcLJd;0,305;0,48;6;-14,92;0;0,0338;0,00163;0,0514;0,109;0,0939;110,689;408573;4;70,20607;14;0;2
Nervous Acid;Bobby Konders;spotify:track:60nOSJvQcCm11cj6bWX561;0,633;0,789;1;-10,482;1;0,038;0,00554;0,808;0,107;0,228;123,233;300853;4;20,97291;16;0;2
Never Enough;Loren Allred;spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J;0,277;0,394;8;-8,903;1;0,0336;0,423;0;0,0952;0,227;86,777;207787;3;16,09036;10;1;2
Never Gonna Leave This Bed;Maroon 5;spotify:track:4ucLHLiSjvkCz5Lr5dlVUj;0,609;0,81;11;-4,207;1;0,0296;0,11;0;0,246;0,47;117,364;196707;4;33,18751;12;1;2
Never Recover;Lil Baby & Gunna Featuring Drake;spotify:track:6wWaVoUOzLQJHd3bWAUpdZ;0,753;0,686;1;-5,415;0;0,284;0,0677;0;0,193;0,886;132,055;194732;4;30,08562;9;1;2
New Americana;Halsey;spotify:track:6Xs7OKt6i0Ddq8B4M5Dgvr;0,339;0,707;0;-5,121;0;0,0428;0,0113;0;0,337;0,359;173,993;183808;4;34,06756;9;1;2
New Freezer;Rich The Kid Featuring Kendrick Lamar;spotify:track:2EgB4n6XyBsuNUbuarr4eG;0,884;0,698;0;-9,101;1;0,364;0,0405;0;0,195;0,575;140,068;191938;4;24,50269;8;1;2
New Salem;Misery Index;spotify:track:4Hl8ohhuAt8AvjIGsyfuli;0,329;0,933;1;-4,336;1;0,0552;3,47E-06;4,09E-06;0,059;0,261;104,676;203960;4;29,48355;11;0;2
Next Door Neighbor Blues - Live;Gary Clark Jr.;spotify:track:2DR4SIs4RJoylM3sbDjtUH;0,227;0,694;7;-5,673;1;0,0635;0,0267;0,113;0,904;0,317;170,942;245987;4;40,16482;12;0;2
Ni Contigo. Ni Sin Ti;Los Angeles Azules;spotify:track:3tHYpuF2eIc4pDrzIdNN3Y;0,581;0,52;4;-5,347;1;0,0298;0,383;0;0,322;0,643;79,565;251627;4;27,74148;10;0;2
Nice To Meet Ya;Niall Horan;spotify:track:3cphb8kdsjElYR7r5icK3H;0,591;0,841;4;-4,351;0;0,0304;0,0119;0;0,395;0,392;109,034;158805;4;27,8013;8;1;2
Night Shift;Jon Pardi;spotify:track:0bPnT6i9H1p8Vd85GS6Z7I;0,63;0,754;2;-3,564;1;0,0284;0,0963;0;0,268;0,73;95,999;172253;4;30,1905;8;1;2
Nightlights II;Nana Grizol;spotify:track:22YbxxQ98C2dnxW2XmOfSo;0,468;0,745;4;-5,659;1;0,0555;0,215;0;0,115;0,821;147,048;138173;4;20,41816;7;0;2
Nights Like This;Kehlani Featuring Ty Dolla $ign;spotify:track:6ZRuF2n1CQxyxxAAWsKJOy;0,61;0,725;8;-5,131;1;0,15;0,367;0;0,154;0,291;146,163;201788;4;40,891;9;1;2
No Complaints;Metro Boomin Featuring Offset & Drake;spotify:track:6kig1UFggPUyZBCvXD3Wod;0,913;0,498;2;-10,742;1;0,165;0,0829;0,0369;0,0799;0,217;123,975;261733;4;28,656;10;1;2
No Diggity;Nick Murphy / Chet Faker;spotify:track:2xD7RvKFJl52xyds3wQFXQ;0,574;0,764;2;-4,797;0;0,228;0,678;0,000974;0,116;0,473;160,044;221533;4;38,19013;8;0;2
No Excuses;Meghan Trainor;spotify:track:7fCNUWi6uflDTQ08srxMZk;0,827;0,658;6;-3,846;1;0,0517;0,0224;0;0,0417;0,523;115,016;152862;4;24,54159;9;1;2
No Hands;Waka Flocka Flame Featuring Roscoe Dash & Wale;spotify:track:03tqyYWC9Um2ZqU0ZN849H;0,76;0,595;1;-6,366;1;0,0391;0,00544;0;0,241;0,361;131,497;263773;4;104,7946;6;1;2
No Heart;21 Savage & Metro Boomin;spotify:track:4gmmRb6bZJffOOiww1JGTO;0,906;0,444;4;-8,692;0;0,384;0,136;6,44E-05;0,173;0,678;140,063;235040;4;30,02457;12;1;2
No Le Hago Falta;Banda Los Recoditos;spotify:track:2bpmteM9wnfynV1MNkI898;0,742;0,4;8;-5,754;1;0,0357;0,334;1,56E-05;0,105;0,705;125,854;166773;4;49,16851;6;0;2
No Llega el Olvido;Jenni Rivera;spotify:track:2l8QQVT6hYdnT79kKCU6p6;0,573;0,276;10;-8,073;1;0,0397;0,651;0;0,0909;0,442;81,898;194947;4;36,36464;8;0;2
No Man's Land;Rupert Gregson-Williams;spotify:track:6km1Bl4LdfiL7LzkjcCuiQ;0,181;0,481;4;-14,325;0;0,0449;0,157;0,894;0,212;0,0379;97,677;532947;4;24,84595;23;0;2
No Mediocre;T.I. Featuring Iggy Azalea;spotify:track:38aECKrbMv2F5FsYYCewCQ;0,78;0,45;1;-9,539;1;0,0465;0,0826;0;0,0809;0,178;95,486;201600;4;41,09386;16;1;2
No Money;Galantis;spotify:track:0gb1J5UrTpzaU1s3nupgCd;0,671;0,916;6;-4,014;0;0,0397;0,0282;0,00762;0,24;0,803;126,01;189127;4;46,34723;8;1;2
No Such Thing As A Broken Heart;Old Dominion;spotify:track:0OlS52TmtK2gPaEtdmr7DN;0,65;0,782;8;-4,295;1;0,0721;0,295;0;0,107;0,944;171,988;176893;4;37,32713;9;1;2
No Worries;Lil Wayne Featuring Detail;spotify:track:2DLsQuwxEdXt2yp54vw355;0,844;0,592;5;-5,486;1;0,199;0,085;0;0,0817;0,819;128,033;221000;4;29,6065;14;1;2
Nobody Else But You;Trey Songz;spotify:track:1HOUzEsetdIPSpAgRPhZQt;0,708;0,612;5;-6,379;0;0,122;0,0381;0;0,277;0,263;139,913;229013;4;32,22175;10;1;2
Not a Daughter;Agoraphobic Nosebleed;spotify:track:2KYQTOhhOjLiHtiJkgkqWh;0,236;0,911;9;-5,437;1;0,0675;3,74E-06;0,842;0,137;0,167;144,896;419538;4;45,96659;11;0;2
Not Afraid;Eminem;spotify:track:7Ie9W94M7OjPoZVV216Xus;0,855;0,954;0;-1,19;0;0,264;0,529;0;0,205;0,668;114,635;248133;5;60,88147;11;1;2
Not my tempo;Dj Mad Dog;spotify:track:2lHOqFzYNIk3AjrOlDgXSX;0,456;0,947;2;-3,15;1;0,192;0,0259;0,0535;0,0908;0,0643;174,076;256788;4;44,68472;14;0;2
Not Ready To Die;Avenged Sevenfold;spotify:track:6haHIyPMUnVCZn6pHpyzM8;0,434;0,984;10;-6,201;1;0,123;0,000178;0,000226;0,08;0,158;160,011;425264;4;42,3446;15;1;2
Novacane;Frank Ocean;spotify:track:4osgfFTICMkcGbbigdsa53;0,762;0,508;3;-9,112;1;0,0919;0,0584;0,00126;0,16;0,37;93,51;302347;4;52,38595;13;1;2
Nowhere Kids;Smile Empty Soul;spotify:track:2T1eiyej01pRLKKg08WSxz;0,513;0,923;8;-3,639;0;0,0683;0,0289;0;0,177;0,367;98,986;257093;4;59,57782;8;0;2
Nuketown;Ski Mask The Slump God Featuring Juice WRLD;spotify:track:74lnM5V6ecvoTPV0fvptx9;0,808;0,617;10;-9,32;0;0,442;0,113;0;0,734;0,632;149,962;166400;4;33,97889;8;1;2
Obsidian Plume;Anthelion;spotify:track:1CgfTWotVnkLtH7p5tFowD;0,321;0,953;9;-4,978;0;0,167;0,000253;0,715;0,0753;0,0369;104,21;308200;4;58,73065;11;0;2
Ocean;John Butler Trio;spotify:track:6oqhPey5ILmZIfw5mvOb7h;0,22;0,521;4;-6,677;1;0,0299;0,514;0,909;0,606;0,105;98,61;726947;4;29,39767;24;0;2
Ocean Eyes;Billie Eilish;spotify:track:7hDVYcQq6MxkdJGweuCtl9;0,511;0,363;4;-7,65;0;0,041;0,816;0,0317;0,084;0,169;144,892;200379;4;41,32341;7;1;2
Oceans (Where Feet May Fail);Hillsong UNITED;spotify:track:5Mw9bXG1dLNhbjofkVS2oR;0,262;0,361;2;-10,187;1;0,0333;0,508;0,00268;0,108;0,056;126,784;535963;4;20,67951;16;1;2
Octopus Bangbang - Original Mix;Splatinum;spotify:track:5Nh1KiIRgQUo2X2oRoFx0I;0,77;0,834;7;-5,005;1;0,0796;0,00158;0,0531;0,217;0,841;107,98;293627;4;38,03189;13;0;2
Offline;Diljit Dosanjh;spotify:track:706gHej9w5VoOCHVOkgHRs;0,731;0,487;8;-7,63;0;0,0464;0,629;0;0,089;0,45;94,999;197521;4;32,0709;8;0;2
Often;The Weeknd;spotify:track:4PhsKqMdgMEUSstTDAmMpg;0,569;0,629;7;-9,837;0;0,0485;0,218;0;0,135;0,0726;134,035;249040;4;41,37556;10;1;2
Oil And Water - Ambient;The American Dollar;spotify:track:0ahtyJIfkd8LjfD0JGmw8L;0,203;0,414;3;-11,273;0;0,032;0,904;0,927;0,118;0,071;72,055;177933;4;59,64704;7;0;2
Old Metal;Power From Hell;spotify:track:6BOMtKJHWv7ckkV7QN9lCj;0,331;0,834;7;-9,069;1;0,0752;3,56E-06;0,948;0,0791;0,44;78,337;201131;4;50,05939;6;0;2
Old Record;Damma Beatz;spotify:track:6DhOXh07wuASzvWakaTHPu;0,717;0,582;11;-6,352;1;0,0579;0,0242;0,88;0,117;0,275;85,978;180000;4;69,07221;8;0;2
Omerta;Drake;spotify:track:3kCwyvhvVTyehIzYN2I0nF;0,646;0,899;6;-2,232;1;0,298;0,0337;0;0,232;0,685;164,119;219507;4;24,14217;9;1;2
OMG Rock n Roll;Kevin Morby;spotify:track:002ZKDDKt6oObJzIQq5Mrv;0,427;0,774;9;-4,377;1;0,0502;0,287;0,678;0,108;0,154;125,113;149120;4;24,18619;8;0;2
On Fire;Lil Wayne;spotify:track:50mX6QmpQX4cCsRYJ9fGM3;0,626;0,866;11;-4,065;0;0,0408;0,00316;0,000364;0,171;0,545;132,031;248240;4;29,76757;13;1;2
On My Way To You;Cody Johnson;spotify:track:3OjNkFFZavF89xvRqWCXmU;0,443;0,538;1;-5,477;1;0,0309;0,327;4,61E-05;0,0866;0,245;157,97;213307;4;37,72952;11;1;2
On the Beach (Mix Cut) - Mauro Picotto's CRW Remix;York;spotify:track:1MI8FThGX7Vn0ZIjeDhbPD;0,605;0,897;1;-10,236;1;0,0382;0,00156;0,277;0,0682;0,258;137,974;158328;4;45,84707;6;0;2
One (Made Famous by Metallica);The Ungrateful;spotify:track:35o4HsjuWA4xVtAQpDldvK;0,358;0,818;6;-4,204;1;0,0329;0,000287;0,18;0,094;0,534;98,168;419253;3;39,10745;19;0;2
One Man Band;Old Dominion;spotify:track:08dFHFTx6r67MTsYn5ilDR;0,706;0,358;6;-8,331;1;0,0348;0,677;0;0,107;0,478;75,991;186240;4;34,99264;11;1;2
One Thing Right;Marshmello & Kane Brown;spotify:track:4hPpVbbakQNv8YTHYaOJP4;0,659;0,623;4;-2,253;1;0,0451;0,0667;0;0,582;0,439;88,042;181824;4;23,05724;11;1;2
One Time;Justin Bieber;spotify:track:6eDApnV9Jdb1nYahOlbbUh;0,691;0,853;1;-2,528;0;0,0372;0,0631;7,13E-05;0,082;0,762;145,999;215867;4;21,48442;13;1;2
OOOUUU;Young M.A;spotify:track:7JYsArznYOjX2jsrT3UEnL;0,635;0,847;7;-3,152;1;0,447;0,533;0;0,154;0,568;166,072;234650;4;45,04949;11;1;2
Opening;Craig Armstrong;spotify:track:0x1rnXl24iJl8xZFMkoyNv;0,138;0,189;2;-15,733;0;0,0394;0,896;0,279;0,113;0,0729;91,207;279547;4;38,42315;10;0;2
Ophelia;The Lumineers;spotify:track:3d8y0t70g7hw2FOWl9Z4Fm;0,664;0,573;5;-6,519;1;0,0277;0,613;0,000363;0,0857;0,566;76,023;160097;4;38,70272;6;1;2
Out Of The Frame;Miss K8;spotify:track:3fHnphzQyESZzjkeIeqEw6;0,562;0,996;9;-0,884;1;0,339;0,0427;3,02E-06;0,953;0,278;199,973;190800;4;53,42303;8;0;2
P.Y.T. (Pretty Young Thing);Glee Cast;spotify:track:57xW8NlNhWLdW78w25R3tb;0,846;0,77;9;-4,768;0;0,0692;0,162;0;0,205;0,896;127,362;236427;4;16,28318;11;1;2
Pabbarotti & Friends: Roots Bloody Roots;J.B.O.;spotify:track:1EZhUscFkvFWZD5NvLxk09;0,506;0,906;4;-4,566;0;0,101;0,00265;0,0075;0,339;0,192;119,973;225120;4;51,26578;10;0;2
Par Avion;The American Dollar;spotify:track:5knokEfY6UDmdDIUvVOZCI;0,387;0,457;0;-15,727;1;0,0489;0,584;0,944;0,0964;0,235;110,155;225707;4;43,43522;15;0;2
Paradox Garage Part 1 (With Your Love);FaltyDL;spotify:track:4fwoV0BNEAVoT2MzfPn0NO;0,615;0,879;11;-6,026;0;0,0469;1,52E-05;0,872;0,0773;0,637;123,025;284878;4;36,21189;11;0;2
Paranoid;Post Malone;spotify:track:3fpVWegR6YOS1Yk5HSMYIq;0,625;0,536;0;-5,428;1;0,0776;0,038;2,31E-05;0,167;0,253;159,914;221787;4;25,32548;11;1;2
Part Of Me;Katy Perry;spotify:track:1nZzRJbFvCEct3uzu04ZoL;0,678;0,918;5;-4,63;1;0,0355;0,000417;0;0,0744;0,769;130,028;216160;4;26,46808;12;1;2
Party Of A Lifetime - Original Mix;Crazy Daylight;spotify:track:5NKMYl0Qsnf4RHv6DD5GZj;0,826;0,634;2;-5,228;1;0,0528;0,00228;0,00122;0,0825;0,507;105,015;267962;4;30,86762;9;0;2
Passing Clouds;Hiss Golden Messenger;spotify:track:2AhYkpdmBe5vqBJVtili98;0,639;0,452;4;-11,939;1;0,0966;0,242;0,0611;0,12;0,469;78,999;251080;4;101,31662;8;0;2
Per Ulv;Terje Rypdal;spotify:track:1UoE4X40cl8dNcuy37inbV;0,572;0,37;7;-18,377;1;0,0402;0,0387;0,856;0,176;0,198;125,248;515227;4;67,10537;17;0;2
Perchtenzeit;tuXedoo;spotify:track:4fNUS32B6pbI2UOuYxmo7A;0,443;0,951;5;-4,227;1;0,084;0,00357;0,000162;0,125;0,287;142,048;217502;4;21,08967;9;0;2
Philly - Dub;DJ T.;spotify:track:6FVVINiTpzm7Y3QGSCaiUn;0,837;0,852;4;-9,43;0;0,101;0,026;0,823;0,0697;0,402;125,991;381173;4;53,33211;9;0;2
pictures feat. Kacey Musgraves;Judah & the Lion;spotify:track:1zZIVe9x0JhdhpuQjLTjIM;0,567;0,542;2;-6,64;1;0,0309;0,309;0,000342;0,0734;0,229;125,16;253869;4;43,12072;11;0;2
Pierced from Within;Suffocation;spotify:track:2LU1IwUiwbOGoBEBGghOp0;0,324;0,837;10;-10,142;0;0,101;1,83E-06;0,944;0,0882;0,635;103,928;265893;4;59,27881;9;0;2
Pinô;Otto Totland;spotify:track:2Ai5UUXyxaulVbompgrzlo;0,494;0,0453;5;-28,914;1;0,0378;0,995;0,927;0,112;0,103;80,743;165995;4;31,06472;8;0;2
Pitiful;Blindside;spotify:track:2ksNhmwo9CYeGfltHjlNHW;0,532;0,943;5;-4,243;0;0,0429;0,000853;0;0,364;0,46;131,803;192600;4;42,84274;8;0;2
Planez;Jeremih Featuring J. Cole;spotify:track:08zJpaUQVi9FrKv2e32Bah;0,688;0,556;6;-7,738;1;0,264;0,7;1,87E-06;0,108;0,416;129,336;240320;4;67,5797;12;1;2
Play It Again;Luke Bryan;spotify:track:03fT3OHB9KyMtGMt2zwqCT;0,506;0,886;11;-3,225;1;0,0655;0,0916;0;0,0734;0,595;143,935;226867;4;34,04949;7;1;2
Playing Dead;Chunk! No, Captain Chunk!;spotify:track:4KuwjTOfniivWFKJz3p1yW;0,512;0,982;10;-4,203;1;0,151;0,000432;0,00024;0,294;0,372;122,022;209827;4;32,04041;7;0;2
Plie 3/4. Don Quixote. Act III;Nina Miller;spotify:track:0FQrjKPqP6A5AaR7NjISER;0,461;0,118;3;-17,041;1;0,047;0,994;0,927;0,335;0,0563;108,834;141992;3;28,4097;7;0;2
Plies;Tanya Gordon;spotify:track:5TrZOMisS1kr2F42vsQEi0;0,447;0,0824;8;-19,868;1;0,0608;0,994;0,912;0,154;0,154;78,169;132450;3;75,15704;6;0;2
Plus Ultra;Carousel Kings;spotify:track:5WLvGmjfyAEYCvFNsLon0i;0,495;0,974;6;-3,596;1;0,109;2,72E-05;6,81E-06;0,166;0,487;90,999;195387;4;42,85378;10;0;2
Poko;Kizz Daniel;spotify:track:529g2wCQuCifrZO9WgdNXN;0,854;0,816;6;-5,225;1;0,11;0,0718;0;0,0428;0,914;106,017;169931;4;28,74726;9;0;2
Pontoon;Little Big Town;spotify:track:2Gy3XMLbBxACZ4tXdFRGr7;0,721;0,819;9;-5,715;1;0,0269;0,413;0;0,196;0,867;96,02;212320;4;41,19967;10;1;2
Pool Spray;Veil Of Maya;spotify:track:3EDpjcpkA3syAc0tlUiXYP;0,523;0,986;0;-4,019;1;0,0755;1,82E-05;0,00279;0,454;0,524;119,993;209013;4;25,03239;10;0;2
Pop Apology;Should;spotify:track:7jF1K0wRAovpu1x1u4Ci1y;0,28;0,746;5;-8,305;0;0,0365;0,0113;0,979;0,207;0,279;180,175;210598;3;64,33061;7;0;2
Pop Music;R. Stevie Moore;spotify:track:1td8QNVAO1aUvImZyOylJO;0,516;0,386;7;-9,196;1;0,0332;0,056;1,93E-05;0,218;0,378;179,974;227600;4;33,50243;12;0;2
Pop That;French Montana Featuring Rick Ross, Drake, Lil Wayne;spotify:track:3Jv1XgMPVjdN5xGfnRJ20s;0,734;0,892;2;-1,856;1;0,125;0,0648;0;0,58;0,605;138,031;303533;4;28,39163;14;1;2
Porn Star Dancing - Rock Version;My Darkest Days;spotify:track:6RK5wFkSPbDwU6lmN0zUNX;0,477;0,917;2;-3,399;1;0,0837;0,0139;0;0,0756;0,271;160,044;199013;4;24,74687;7;0;2
Post To Be;Omarion Featuring Chris Brown & Jhene Aiko;spotify:track:0fgZUSa7D7aVvv3GfO0A1n;0,733;0,676;10;-5,655;0;0,0432;0,0697;0;0,208;0,701;97,448;226581;4;18,36223;13;1;2
Powerful;Major Lazer Featuring Ellie Goulding & Tarrus Riley;spotify:track:37jalmkAdkohJQj98FGU7r;0,597;0,785;2;-3,962;1;0,044;0,126;0;0,15;0,724;97,447;206920;3;44,01392;11;1;2
Pray For Me;Black Dawn;spotify:track:3IXsWIkogyO7BRFwrhTRrQ;0,381;0,839;4;-6,819;1;0,0982;0,00925;0,29;0,16;0,426;112,79;439813;5;35,50096;10;0;2
Prayer In C;Lillywood & Robin Schulz;spotify:track:5fnA9mkIfScSqHIpeDyvck;0,763;0,875;9;-5,797;0;0,0262;0,024;5,41E-06;0,599;0,8;123,013;189413;4;22,59687;12;1;2
Press;Cardi B;spotify:track:6dPyzkyZwoj9LqjQXOFdVv;0,888;0,525;1;-5,665;1;0,305;0,029;5,68E-06;0,137;0,243;133,983;143792;4;27,90314;10;1;2
Pretty Girls;Britney Spears & Iggy Azalea;spotify:track:6QicTxeiSaRkPnkGDUvYOs;0,834;0,831;7;-6,061;0;0,0745;0,00799;0;0,217;0,788;103,009;163960;4;49,39585;9;1;2
Pretty Good At Drinkin' Beer;Billy Currington;spotify:track:6a7wXoZOARI8IqEXObjhDz;0,769;0,678;5;-3,725;1;0,0315;0,427;8,04E-06;0,0939;0,581;106,951;179907;4;48,89896;8;1;2
Prisoner;The Weeknd Featuring Lana Del Rey;spotify:track:1gZADNt16Oh23jWyMYRk4p;0,55;0,404;0;-12,755;0;0,0398;0,441;0,00022;0,11;0,329;135,016;274960;4;68,38677;9;1;2
Protector of the Common Folk;Howard Shore;spotify:track:3wlVdDCUCO1SS3xND0pBBc;0,196;0,0765;0;-22,721;0;0,038;0,904;0,805;0,111;0,0381;111,672;215065;4;47,23415;11;0;2
Protectors of the Earth;Thomas Bergersen;spotify:track:1YtHpYEbbfQQIyxXkdxEoW;0,441;0,934;7;-6,766;0;0,0482;0,0395;0,96;0,15;0,374;109,98;169715;3;40,03481;9;0;2
Proud;2 Chainz Featuring YG & Offset;spotify:track:365wwIjijQdlRJEjUWTidq;0,791;0,813;10;-4,244;0;0,376;0,758;0;0,143;0,907;173,937;234667;4;22,86865;14;1;2
Proud of You;A L E X;spotify:track:6mRmaBAb8ysO3pcGDaegL2;0,82;0,281;8;-15,194;0;0,0802;0,869;0,961;0,0925;0,62;104,988;182869;4;81,87351;5;0;2
Punk (La Vie Antérieure);Deerhunter;spotify:track:4QGfAJcONFa4IRxMZWSlPu;0,556;0,729;2;-8,553;1;0,0662;0,531;0,148;0,15;0,786;120,004;207137;4;65,59518;9;0;2
Punk Off Pleasant;Rule 22;spotify:track:38m9Ho9kU8F8Cvhn4oS3W3;0,34;0,717;2;-15,982;1;0,0757;0,00726;7,57E-06;0,0653;0,593;116,667;201787;4;38,13859;9;0;2
Punk Rock Princess;Something Corporate;spotify:track:5CLZ8XXWfNODzDZgMqtw6K;0,521;0,831;7;-6,046;1;0,0638;0,000389;0,00123;0,0992;0,261;130,032;233093;4;43,25034;9;0;2
Que Pretendes;J Balvin & Bad Bunny;spotify:track:25ZAibhr3bdlMCLmubZDVt;0,639;0,791;10;-4,443;0;0,253;0,0275;0;0,362;0,939;92,603;222347;4;46,26686;9;1;2
